datetime,count
2011-01-20 00:00:00,165.78599999999997
2011-01-20 01:00:00,54.90299999999999
2011-01-20 02:00:00,54.90299999999999
2011-01-20 03:00:00,98.72
2011-01-20 04:00:00,98.72
2011-01-20 05:00:00,57.263666666666666
2011-01-20 06:00:00,161.28366666666668
2011-01-20 07:00:00,96.697
2011-01-20 08:00:00,98.994
2011-01-20 09:00:00,159.06233333333336
2011-01-20 10:00:00,135.99
2011-01-20 11:00:00,96.51
2011-01-20 12:00:00,119.02850000000001
2011-01-20 13:00:00,133.88
2011-01-20 14:00:00,156.51
2011-01-20 15:00:00,199.77261904761906
2011-01-20 16:00:00,150.65333333333334
2011-01-20 17:00:00,143.455
2011-01-20 18:00:00,114.50457142857144
2011-01-20 19:00:00,138.6256666666667
2011-01-20 20:00:00,140.15166666666667
2011-01-20 21:00:00,200.96333333333337
2011-01-20 22:00:00,222.2702857142857
2011-01-20 23:00:00,177.47728571428567
2011-01-21 00:00:00,299.80333333333334
2011-01-21 01:00:00,299.80333333333334
2011-01-21 02:00:00,80.87369047619049
2011-01-21 03:00:00,32.94266666666667
2011-01-21 04:00:00,40.41166666666666
2011-01-21 05:00:00,131.19
2011-01-21 06:00:00,86.882
2011-01-21 07:00:00,73.03116666666666
2011-01-21 08:00:00,62.453
2011-01-21 09:00:00,99.55683333333334
2011-01-21 10:00:00,57.16
2011-01-21 11:00:00,53.18166666666667
2011-01-21 12:00:00,88.83366666666669
2011-01-21 13:00:00,128.24300000000002
2011-01-21 14:00:00,119.59300000000002
2011-01-21 15:00:00,178.26
2011-01-21 16:00:00,172.4486666666667
2011-01-21 17:00:00,92.40166666666666
2011-01-21 18:00:00,89.34483333333334
2011-01-21 19:00:00,47.13
2011-01-21 20:00:00,38.76
2011-01-21 21:00:00,20.256666666666664
2011-01-21 22:00:00,21.28
2011-01-21 23:00:00,14.406666666666665
2011-01-22 00:00:00,40.256166666666665
2011-01-22 01:00:00,38.625
2011-01-22 02:00:00,43.76166666666666
2011-01-22 03:00:00,44.485
2011-01-22 04:00:00,45.775
2011-01-22 06:00:00,48.0705
2011-01-22 07:00:00,53.709500000000006
2011-01-22 08:00:00,57.68416666666666
2011-01-22 09:00:00,45.93166666666666
2011-01-22 10:00:00,51.62300000000001
2011-01-22 11:00:00,49.17583333333333
2011-01-22 12:00:00,46.69333333333333
2011-01-22 13:00:00,64.87333333333333
2011-01-22 14:00:00,60.92833333333334
2011-01-22 15:00:00,82.02
2011-01-22 16:00:00,89.6125
2011-01-22 17:00:00,95.44
2011-01-22 18:00:00,43.659166666666664
2011-01-22 19:00:00,53.89583333333333
2011-01-22 20:00:00,25.898595238095236
2011-01-22 21:00:00,55.89
2011-01-22 22:00:00,20.46399206349206
2011-01-22 23:00:00,41.48376984126984
2011-01-23 00:00:00,41.48376984126984
2011-01-23 01:00:00,41.48376984126984
2011-01-23 02:00:00,47.1699365079365
2011-01-23 03:00:00,47.1699365079365
2011-01-23 05:00:00,41.58210317460317
2011-01-23 06:00:00,41.58210317460317
2011-01-23 07:00:00,51.76179365079364
2011-01-23 08:00:00,29.544936507936498
2011-01-23 09:00:00,20.629833333333337
2011-01-23 10:00:00,27.8
2011-01-23 11:00:00,32.98
2011-01-23 12:00:00,87.2595
2011-01-23 13:00:00,61.26
2011-01-23 14:00:00,107.30333333333334
2011-01-23 15:00:00,107.30333333333334
2011-01-23 16:00:00,123.81
2011-01-23 17:00:00,112.2
2011-01-23 18:00:00,60.58333333333334
2011-01-23 19:00:00,61.69
2011-01-23 20:00:00,34.559999999999995
2011-01-23 21:00:00,42.6075
2011-01-23 22:00:00,50.659166666666664
2011-01-23 23:00:00,48.62833333333334
2011-01-24 00:00:00,29.606761904761907
2011-01-24 01:00:00,129.93
2011-01-24 03:00:00,101.13
2011-01-24 04:00:00,223.47821428571427
2011-01-24 05:00:00,223.47821428571427
2011-01-24 06:00:00,156.2875
2011-01-24 07:00:00,136.3235
2011-01-24 08:00:00,96.30083333333334
2011-01-24 09:00:00,98.93716666666667
2011-01-24 10:00:00,130.88857142857142
2011-01-24 11:00:00,56.90216666666667
2011-01-24 12:00:00,59.827095238095225
2011-01-24 13:00:00,46.172999999999995
2011-01-24 14:00:00,35.48
2011-01-24 15:00:00,103.725
2011-01-24 16:00:00,83.48142857142857
2011-01-24 17:00:00,33.519666666666666
2011-01-24 18:00:00,37.54566666666667
2011-01-24 19:00:00,39.429928571428576
2011-01-24 20:00:00,37.54566666666667
2011-01-24 21:00:00,30.351666666666667
2011-01-24 22:00:00,23.30916666666667
2011-01-24 23:00:00,58.804
2011-01-25 00:00:00,44.22333333333333
2011-01-25 01:00:00,50.967333333333336
2011-01-25 02:00:00,97.96472222222222
2011-01-25 04:00:00,75.21583333333334
